feature,mean_abs_shap
Degrader_1316_minus_Stable_1491,0.18245485
Gene_GABRA2,0.18203099
Degrader_802_minus_Stable_1065,0.18184216
Degrader_1304_minus_Stable_729,0.1817067
Degrader_589_minus_Stable_1362,0.18163969
Gene_MAGEC3,0.1814607
Degrader_1146_minus_Stable_1475,0.18140674
Gene_FABP7,0.18094523
Gene_NSFP1,0.1807037
Gene_CA3,0.18062475
Gene_AGAP14,0.17979634
Degrader_635_minus_Stable_548,0.17978227
Gene_VWC2L,0.17954019
Gene_OPRD1,0.17920908
Degrader_1087_minus_Stable_240,0.17915286
Degrader_546_minus_Stable_408,0.17908062
Gene_SVILP1,0.17905499
Degrader_554_minus_Stable_658,0.17901061
Degrader_444_minus_Stable_1137,0.17889263
Degrader_554_minus_Stable_219,0.17882043
Gene_IGLV1-40,0.17872672
Gene_RP1-213J1P__B.1,0.17841347
Gene_RP11-472K17.3,0.17836048
Degrader_573_minus_Stable_729,0.17779137
Gene_SAA4,0.1777379
Gene_RP11-991C1.1,0.17726398
Degrader_434_minus_Stable_1356,0.17638884
Gene_CTRB2,0.17634043
Gene_NPR3,0.17628588
Gene_STMN2,0.17628196
Gene_ATP1B4,0.17626318
Gene_USP32P1,0.17592885
Gene_GRIK2,0.17586102
Gene_XKR9,0.17511083
Degrader_93_minus_Stable_1246,0.17492999
Gene_KLHL33,0.1748671
Degrader_265_minus_Stable_1283,0.17414801
Degrader_926_minus_Stable_766,0.17408496
Gene_RP11-700H6.4,0.17368327
Degrader_644_minus_Stable_1283,0.17334726
Degrader_1416_minus_Stable_213,0.17331576
Degrader_348_minus_Stable_408,0.17300512
Degrader_981_minus_Stable_256,0.17299417
Gene_HTR2A,0.17264259
Gene_NTSR2,0.17257974
Degrader_176_minus_Stable_256,0.17244087
Gene_SLED1,0.1717748
Gene_PCK1,0.17148253
Degrader_602_minus_Stable_729,0.17119972
Gene_STC1,0.17103045
Degrader_1454_minus_Stable_1283,0.17101984
Degrader_1316_minus_Stable_1283,0.17074405
Gene_RGPD2,0.17055336
Gene_HTR7,0.17054147
Gene_EIF1AY,0.17026979
Degrader_64_minus_Stable_1246,0.17002566
Gene_KIAA1644,0.16993201
Degrader_589_minus_Stable_359,0.1698272
Degrader_1154_minus_Stable_1262,0.16964555
Degrader_422_minus_Stable_1373,0.16963819
Degrader_352_minus_Stable_658,0.16933186
Gene_RP13-392I16.1,0.16924143
Gene_CRYM,0.1688631
Gene_RP11-648K4.2,0.16882914
Degrader_93_minus_Stable_219,0.16858496
Gene_RP11-46I8.4,0.16854301
Degrader_625_minus_Stable_119,0.16815308
Gene_NUPR2,0.16801962
Gene_SHD,0.16727626
Gene_TNC,0.16723996
Gene_CCBE1,0.16699934
Gene_CIRBP-AS1,0.16694795
Gene_MAP1LC3C,0.16672203
Gene_GPR88,0.1665092
Degrader_1324_minus_Stable_1283,0.16636091
Gene_AC068282.3,0.16628459
Degrader_644_minus_Stable_1373,0.16534667
Degrader_12_minus_Stable_408,0.16532253
Degrader_444_minus_Stable_408,0.16523911
Degrader_176_minus_Stable_1475,0.16498724
Degrader_858_minus_Stable_1356,0.16467758
Gene_ZNF750,0.16426046
Gene_RP11-489D6.2,0.1640358
Degrader_34_minus_Stable_1362,0.16392398
Degrader_864_minus_Stable_101,0.16381103
Gene_TMEM217,0.16380641
Gene_RP11-94H18.1,0.16363652
Gene_RP11-4B16.1,0.16359767
Degrader_1239_minus_Stable_548,0.16341084
Gene_RP11-424G14.1,0.16328071
Gene_RFLNA,0.16325472
Gene_RPL10P6,0.16313797
Degrader_828_minus_Stable_814,0.16295303
Degrader_855_minus_Stable_219,0.16251588
Degrader_1324_minus_Stable_213,0.1622724
Degrader_25_minus_Stable_476,0.16208133
Degrader_1353_minus_Stable_1491,0.16206725
Degrader_635_minus_Stable_240,0.16158825
Degrader_676_minus_Stable_1137,0.16156632
Degrader_265_minus_Stable_1246,0.16130345
Gene_RPS4Y1,0.16093418
Gene_UNC5B-AS1,0.1608583
Gene_SFTPC,0.16075219
Gene_IGLC3,0.16022906
Gene_FLJ31356,0.15979443
Degrader_125_minus_Stable_1283,0.15954946
Gene_RASA4DP,0.15932411
Gene_DNASE2B,0.15927169
Degrader_1048_minus_Stable_1373,0.15891492
Gene_TM4SF19,0.1587925
Degrader_325_minus_Stable_548,0.15841037
Degrader_93_minus_Stable_280,0.1583142
Gene_SMN2,0.15810564
Degrader_644_minus_Stable_729,0.15805109
Degrader_1286_minus_Stable_476,0.15744343
Degrader_855_minus_Stable_1475,0.15739134
Gene_POLRMTP1,0.15655904
Degrader_1088_minus_Stable_408,0.15655822
Gene_CTD-2033D15.3,0.15605453
Degrader_348_minus_Stable_766,0.15601279
Gene_CXCL10,0.15597087
Gene_ZG16B,0.1558632
Degrader_663_minus_Stable_213,0.15579112
Gene_MYCL,0.15564242
Gene_FAM83G,0.1553633
Gene_CXCL11,0.15510532
Gene_ADAMTS16,0.15444264
Gene_PWP2,0.15420815
Degrader_802_minus_Stable_1373,0.15371855
Degrader_741_minus_Stable_1246,0.15325952
Gene_MYH3,0.15293334
Degrader_802_minus_Stable_213,0.15290599
Degrader_1239_minus_Stable_240,0.15259185
Degrader_1353_minus_Stable_1373,0.15257658
Degrader_57_minus_Stable_476,0.15229629
Gene_SCIN,0.15226832
Gene_TG,0.15149349
Degrader_482_minus_Stable_1475,0.1512986
Degrader_1416_minus_Stable_1283,0.15070134
Gene_CHGA,0.15067597
Degrader_1418_minus_Stable_1246,0.15038556
Gene_CLVS2,0.1499907
Degrader_34_minus_Stable_1283,0.14991993
Gene_CLEC4G,0.14977014
Degrader_1324_minus_Stable_1307,0.14969294
Degrader_573_minus_Stable_1137,0.14872116
Gene_RP11-315D16.4,0.14835615
Degrader_1286_minus_Stable_766,0.14819244
Degrader_379_minus_Stable_359,0.14816028
Degrader_589_minus_Stable_256,0.14788823
Degrader_1132_minus_Stable_658,0.14777665
Degrader_644_minus_Stable_408,0.14775255
Gene_OR7E94P,0.14755286
Gene_PRR32,0.14744613
Degrader_644_minus_Stable_1362,0.1472477
Degrader_34_minus_Stable_1246,0.14710788
Gene_RP11-131H24.5,0.14710544
Degrader_352_minus_Stable_1283,0.14609338
Degrader_456_minus_Stable_1356,0.14565068
Gene_CFAP57,0.14540659
Degrader_110_minus_Stable_101,0.14538404
Gene_AMY2A,0.14518408
Degrader_1096_minus_Stable_476,0.14514993
Degrader_1316_minus_Stable_1246,0.14513086
Gene_COL21A1,0.14496054
Gene_PRSS45,0.1446737
Gene_METTL7B,0.14459872
Gene_LRRC37A7P,0.14420691
Gene_CCR7,0.14416839
Gene_TRPV3,0.14410925
Degrader_325_minus_Stable_280,0.14394392
Gene_AC093390.1,0.1437992
Degrader_77_minus_Stable_1137,0.14373256
Gene_IGHG3,0.14371173
Degrader_289_minus_Stable_1307,0.14358559
